date,commodity,region,price,rainfall,production,lag_price_7d,day_of_year
2024-01-01,onion,region_0,27.502254301124143,36.59969709057025,1098.6584841970366,27.502254301124143,1
2024-01-01,onion,region_1,27.005678958641056,7.800932022121826,655.9945203362026,27.005678958641056,1
2024-01-01,onion,region_2,26.032471167502667,1.0292247147901223,1469.9098521619944,26.032471167502667,1
2024-01-01,onion,region_3,30.226414068473836,41.622132040021086,712.3391106782761,30.226414068473836,1
2024-01-01,onion,region_4,24.882121625171074,15.212112147976885,1024.7564316322378,24.882121625171074,1
2024-01-01,onion,region_5,26.364390900032912,21.597250932105787,791.2291401980419,26.364390900032912,1
2024-01-01,onion,region_6,24.545023725759087,14.607232426760907,866.3618432936917,24.545023725759087,1
2024-01-01,onion,region_7,25.514923380326415,22.803499210851797,1285.1759613930135,25.514923380326415,1
2024-01-01,onion,region_8,29.055974329489313,29.620728443102124,546.4504127199978,29.055974329489313,1
2024-01-01,onion,region_9,25.488878700448574,30.37724259507192,670.5241236872915,25.488878700448574,1
2024-01-01,onion,region_10,25.980676279303122,34.211651325607846,940.1524937396014,25.980676279303122,1
2024-01-01,onion,region_11,24.91795709852739,6.101911742238942,995.1769101112702,24.91795709852739,1
2024-01-01,onion,region_12,27.496160970099197,15.585553804470548,1020.0680211778108,27.496160970099197,1
2024-01-01,onion,region_13,25.672949682346864,27.335513967163983,684.8544555255271,25.672949682346864,1
2024-01-01,gram,region_0,58.39038366458324,4.424625102595975,695.9828624191452,58.39038366458324,1
2024-01-01,gram,region_1,56.50128669239831,2.2613644455269033,825.3303307632643,56.50128669239831,1
2024-01-01,gram,region_2,55.00316672023537,41.436875457596464,856.7533266935893,55.00316672023537,1
2024-01-01,gram,region_3,54.22130100319614,14.046725484369038,1042.6960831582485,54.22130100319614,1
2024-01-01,gram,region_4,53.57224342654478,3.727532183988541,1486.8869366005174,53.57224342654478,1
2024-01-01,gram,region_5,57.839002516296496,38.61223846483287,698.7156815341724,57.839002516296496,1
2024-01-01,gram,region_6,61.29208521459466,38.56351733429729,574.0446517340904,61.29208521459466,1
2024-01-01,gram,region_7,59.85151282352578,17.92328642721363,615.8690595251297,59.85151282352578,1
2024-01-01,gram,region_8,58.844113735066976,16.54490124263246,563.5583502860236,58.844113735066976,1
2024-01-01,gram,region_9,58.774763009958484,15.54911608578311,825.183322026747,58.774763009958484,1
2024-01-01,gram,region_10,59.15414243697781,44.36063712881633,972.2149251619493,59.15414243697781,1
2024-01-01,gram,region_11,57.117375297430776,5.9797122969150855,1213.244787222995,57.117375297430776,1
2024-01-01,gram,region_12,57.85336474063962,38.54835899772805,993.7955963643908,57.85336474063962,1
2024-01-01,gram,region_13,59.91733367615252,26.136641469099704,927.5410183585496,59.91733367615252,1
2024-01-02,onion,region_0,26.261346749571103,15.717799053816334,1008.5706911647028,26.261346749571103,2
2024-01-02,onion,region_1,28.268656454366578,45.37832369630465,749.292229148875,28.268656454366578,2
2024-01-02,onion,region_2,30.98710007029558,11.439908274581123,576.979909828793,30.98710007029558,2
2024-01-02,onion,region_3,26.725947875694562,14.4875726456884,661.2212872540044,26.725947875694562,2
2024-01-02,onion,region_4,30.75135024944921,40.18360384495573,686.5700588860359,30.75135024944921,2
2024-01-02,onion,region_5,28.03640462219352,44.627949924498886,1039.3422419156507,28.03640462219352,2
2024-01-02,onion,region_6,24.874408891696323,11.396758127097083,927.1077886262563,24.874408891696323,2
2024-01-02,onion,region_7,24.930275821556435,40.90073829612466,1360.7305832563434,24.930275821556435,2
2024-01-02,onion,region_8,27.787431485030673,20.87055015743895,722.1078104707302,27.787431485030673,2
2024-01-02,onion,region_9,25.98662941079323,5.99326836668414,837.615171403628,25.98662941079323,2
2024-01-02,onion,region_10,25.303526452777966,25.939531087168305,1203.018958895178,25.303526452777966,2
2024-01-02,onion,region_11,24.702481422199966,18.1814801189647,1471.7820827209607,24.702481422199966,2
2024-01-02,onion,region_12,24.534340184800378,14.242024718873381,536.8869473545328,24.534340184800378,2
2024-01-02,onion,region_13,26.801704084134457,30.478216698994842,1002.6790232288615,26.801704084134457,2
2024-01-02,gram,region_0,55.374467565505455,7.244743604561155,989.452760277563,55.374467565505455,2
2024-01-02,gram,region_1,59.70116057861368,49.282522705530035,742.0552715115005,59.70116057861368,2
2024-01-02,gram,region_2,57.0828738621792,11.881877199619984,1228.2163486118595,57.0828738621792,2
2024-01-02,gram,region_3,57.10601086043124,18.38915663596266,1132.3058305935795,57.10601086043124,2
2024-01-02,gram,region_4,55.06714225101783,4.514488502720415,1335.3024955892379,55.06714225101783,2
2024-01-02,gram,region_5,62.09448497827749,16.03900324858679,686.5185103998542,62.09448497827749,2
2024-01-02,gram,region_6,59.654490606369166,33.87821809211412,516.5878289278562,59.654490606369166,2
2024-01-02,gram,region_7,56.98501857775358,25.60465291496405,726.495775197938,56.98501857775358,2
2024-01-02,gram,region_8,55.51327630252872,34.546886905123294,886.7353463005375,55.51327630252872,2
2024-01-02,gram,region_9,60.445621228609696,46.836499436836725,637.5209441459932,60.445621228609696,2
2024-01-02,gram,region_10,54.20274681034648,46.23468091392814,1377.339353380981,54.20274681034648,2
2024-01-02,gram,region_11,54.5450269229331,12.89708138575778,1159.984046034179,54.5450269229331,2
2024-01-02,gram,region_12,58.41400097682347,26.482528917800323,741.8522909004516,58.41400097682347,2
2024-01-02,gram,region_13,56.205179754540424,4.655138390294961,1397.2157579533268,56.205179754540424,2
2024-01-03,onion,region_0,27.637488865287832,16.951489552435035,849.2095746126608,27.637488865287832,3
2024-01-03,onion,region_1,26.909180313199876,36.297783943511966,1397.110259952577,26.909180313199876,3
2024-01-03,onion,region_2,29.70156166333477,32.10158230771439,584.1399649950488,29.70156166333477,3
2024-01-03,onion,region_3,24.62039393382763,8.081435704730689,1398.554188527079,24.62039393382763,3
2024-01-03,onion,region_4,27.810955321357955,0.25307919231093434,660.8080514174986,27.810955321357955,3
2024-01-03,onion,region_5,24.499852321132803,27.436689468329305,1191.8951976926933,24.499852321132803,3
2024-01-03,onion,region_6,26.22779229371208,35.6089610673768,737.2490874968,26.22779229371208,3
2024-01-03,onion,region_7,26.41034610930825,16.269984907963387,1246.491405118024,26.41034610930825,3
2024-01-03,onion,region_8,28.74543814479468,32.88064461501717,1068.3086033354716,28.74543814479468,3
2024-01-03,onion,region_9,27.2373664303786,4.683738391404624,867.7158030594335,27.2373664303786,3
2024-01-03,onion,region_10,26.704205576528807,48.65052773762228,893.0977246667604,26.704205576528807,3
2024-01-03,onion,region_11,25.45899936025813,44.602327758855665,1131.1386259972628,25.45899936025813,3
2024-01-03,onion,region_12,27.021871698459933,28.845194231317954,992.5176938188639,27.021871698459933,3
2024-01-03,onion,region_13,27.79911171973476,9.762149389902225,1222.4521152615052,27.79911171973476,3
2024-01-03,gram,region_0,53.45591525197966,47.02292921764572,1453.9285770025874,53.45591525197966,3
2024-01-03,gram,region_1,59.41750897699281,45.743219511022424,870.1587002554444,59.41750897699281,3
2024-01-03,gram,region_2,57.10667458676596,48.18099885446264,1353.00945546736,57.10667458676596,3
2024-01-03,gram,region_3,56.68117243408313,14.722444603479284,885.0977286019253,56.68117243408313,3
2024-01-03,gram,region_4,54.76289232252198,8.474637334304624,1056.8012624583503,54.76289232252198,3
2024-01-03,gram,region_5,58.589232212906566,46.80773870803905,1196.029796674973,58.589232212906566,3
2024-01-03,gram,region_6,52.83573061605688,30.750361334958487,1490.0538501042633,52.83573061605688,3
2024-01-03,gram,region_7,56.082208660396226,7.004200761826201,1018.3296523637367,56.082208660396226,3
2024-01-03,gram,region_8,56.961890325481725,34.8507870497634,1202.4840839871092,56.961890325481725,3
2024-01-03,gram,region_9,58.568534381695926,17.97455756098776,793.5918442644934,58.568534381695926,3
2024-01-03,gram,region_10,56.64774524031776,43.35361592900519,1413.2405525564714,56.64774524031776,3
2024-01-03,gram,region_11,57.8145430977733,25.56711994304689,1001.5162946871997,57.8145430977733,3
2024-01-03,gram,region_12,56.93393153958263,35.098343862885166,1295.792669436101,56.93393153958263,3
2024-01-03,gram,region_13,60.82236552287997,44.50026709087832,837.9951568515357,60.82236552287997,3
2024-01-04,onion,region_0,27.908362822454777,28.9140070498087,535.942273796742,27.908362822454777,4
2024-01-04,onion,region_1,26.16515892633645,23.27990090662301,1042.6446347075766,26.16515892633645,4
2024-01-04,onion,region_2,29.45005432987378,1.5250124969524714,537.3481887492144,29.45005432987378,4
2024-01-04,onion,region_3,25.218140720236725,41.13002803298291,860.190641411263,25.218140720236725,4
2024-01-04,onion,region_4,29.162463051476436,38.499677654930544,715.8210274968432,29.162463051476436,4
2024-01-04,onion,region_5,27.16302357674325,31.144523790950014,585.347464993768,27.16302357674325,4
2024-01-04,onion,region_6,26.443606244365057,27.031756080505325,1137.4299014982066,26.443606244365057,4
2024-01-04,onion,region_7,23.820791509805545,36.30456668613308,1475.8520794625347,23.820791509805545,4
2024-01-04,onion,region_8,24.771543325319374,39.759309738435185,770.8322512620742,24.771543325319374,4
2024-01-04,onion,region_9,29.266079542614815,21.948571035281805,578.456381342266,29.266079542614815,4
2024-01-04,onion,region_10,29.35390958666556,20.447647220713495,673.2943200708457,29.35390958666556,4
2024-01-04,onion,region_11,29.059412772218177,7.8218521335543025,750.2428981645953,29.059412772218177,4
2024-01-04,onion,region_12,31.96975670565001,33.009868835886564,779.9338969459428,31.96975670565001,4
2024-01-04,onion,region_13,27.695666308124252,47.743264033159704,1237.8969166957686,27.695666308124252,4
2024-01-04,gram,region_0,62.24268187061216,20.980003121389494,747.7309895011574,62.24268187061216,4
2024-01-04,gram,region_1,57.353655933431796,17.798633932563078,1257.846110464369,57.353655933431796,4
2024-01-04,gram,region_2,59.77192689377896,23.70869145436626,597.8341606510015,59.77192689377896,4
2024-01-04,gram,region_3,58.59897320877113,24.58079375584162,973.4717707805657,58.59897320877113,4
2024-01-04,gram,region_4,55.599899310969235,19.92523671986867,1115.8500980522165,55.599899310969235,4
2024-01-04,gram,region_5,57.05367198240239,31.75468254338219,545.3040097720445,57.05367198240239,4
2024-01-04,gram,region_6,58.045962286664036,25.156812929004385,1356.4898411883223,58.045962286664036,4
2024-01-04,gram,region_7,56.14836190930453,32.93468158094725,662.9344270814297,56.14836190930453,4
2024-01-04,gram,region_8,55.723544029156876,1.3255655270810907,1085.7755812734633,55.723544029156876,4
2024-01-04,gram,region_9,56.46079522788861,47.01151207124788,1075.474177875879,56.46079522788861,4
2024-01-04,gram,region_10,59.77760617996302,22.912644524575832,1045.616789315935,59.77760617996302,4
2024-01-04,gram,region_11,56.135542103306946,47.07324043882626,886.1026378007742,56.135542103306946,4
2024-01-04,gram,region_12,57.33310147317503,3.559432423011449,818.9756302937612,57.33310147317503,4
2024-01-04,gram,region_13,58.93845382712652,42.24376554847273,523.2719357358259,58.93845382712652,4
2024-01-05,onion,region_0,23.99264471571943,5.908241381082813,1196.7371653641508,23.99264471571943,5
2024-01-05,onion,region_1,27.24384923073096,31.4471423389942,1377.472013527053,27.24384923073096,5
2024-01-05,onion,region_2,29.80326093758204,14.101728628565324,677.4395437797228,29.80326093758204,5
2024-01-05,onion,region_3,27.461268853987516,37.53073758204292,1306.834739267264,27.461268853987516,5
2024-01-05,onion,region_4,25.365825210218144,18.600904289639157,1276.4129607419968,25.365825210218144,5
2024-01-05,onion,region_5,24.79252497660675,17.040177012650894,1430.7573256035648,24.79252497660675,5
2024-01-05,onion,region_6,26.028748879975357,37.54355338957487,1254.5428740846824,26.028748879975357,5
2024-01-05,onion,region_7,26.302246830040843,5.15619344179663,1402.5529066795666,26.302246830040843,5
2024-01-05,onion,region_8,27.293113461778653,16.002480051530586,1395.5232284962003,27.293113461778653,5
2024-01-05,onion,region_9,29.3204716100739,19.460083936708156,510.83765148029835,29.3204716100739,5
2024-01-05,onion,region_10,28.51730911907881,47.53035734687781,1073.437888123286,28.51730911907881,5
2024-01-05,onion,region_11,27.436727299172,31.591860608489963,948.4455219783198,27.436727299172,5
2024-01-05,onion,region_12,24.267036717379256,33.62592280385192,1252.37452943768,24.267036717379256,5
2024-01-05,onion,region_13,23.962127657140854,39.578952186292426,1289.618142794554,23.962127657140854,5
2024-01-05,gram,region_0,55.73140693010357,2.877938000832214,1049.5288823237356,55.73140693010357,5
2024-01-05,gram,region_1,53.23044458404475,22.07652506866885,1387.7041827582998,53.23044458404475,5
2024-01-05,gram,region_2,53.25857964033417,7.149584102641793,1261.5106317174723,53.25857964033417,5
2024-01-05,gram,region_3,58.75680808174518,30.910903165813053,601.1226761227903,58.75680808174518,5
2024-01-05,gram,region_4,54.922188349050614,3.6381503182096764,1321.8600592903563,54.922188349050614,5
2024-01-05,gram,region_5,58.704623301313944,35.31211135782481,581.3487806418998,58.704623301313944,5
2024-01-05,gram,region_6,52.75923533560428,40.63997836287513,1447.2485773838587,52.75923533560428,5
2024-01-05,gram,region_7,54.242832171883826,49.30005319114355,1253.3781852589416,54.242832171883826,5
2024-01-05,gram,region_8,56.07360558600916,38.85734579637184,1058.404249735805,56.07360558600916,5
2024-01-05,gram,region_9,54.46153678159453,21.211100462348814,1406.354385094736,54.46153678159453,5
2024-01-05,gram,region_10,56.006696473517,0.5676822383709534,968.6606419941263,56.006696473517,5
2024-01-05,gram,region_11,55.90125786596308,2.8151637840918675,618.8179162680719,55.90125786596308,5
2024-01-05,gram,region_12,57.9533534807284,37.30224396327117,1083.3687650971597,57.9533534807284,5
2024-01-05,gram,region_13,57.23626457383766,48.10862742372709,874.870579523704,57.23626457383766,5
2024-01-06,onion,region_0,25.65418185699215,11.179791925972632,1463.2225394406114,25.65418185699215,6
2024-01-06,onion,region_1,22.90956808388902,0.6077237344908171,1469.878826707639,22.90956808388902,6
2024-01-06,onion,region_2,26.394421927927073,3.689828236769943,1053.854284401321,26.394421927927073,6
2024-01-06,onion,region_3,28.36396889423494,48.46512678095495,1023.0978441701488,28.36396889423494,6
2024-01-06,onion,region_4,29.43186645156355,22.727053238388663,1127.5580800840635,29.43186645156355,6
2024-01-06,onion,region_5,27.404554353997565,29.21571559615501,1401.158010490989,27.404554353997565,6
2024-01-06,onion,region_6,32.66346999974372,13.869059149056634,688.1211597237614,32.66346999974372,6
2024-01-06,onion,region_7,26.306905275983734,23.18492024699911,853.3522280260529,26.306905275983734,6
2024-01-06,onion,region_8,24.517684948134352,48.71974038330833,1486.210744479603,24.517684948134352,6
2024-01-06,onion,region_9,27.896727000755526,34.90808570098726,1036.0963663441203,27.896727000755526,6
2024-01-06,onion,region_10,31.33060788550669,34.23655862769397,662.6169393448913,31.33060788550669,6
2024-01-06,onion,region_11,25.541841409768303,45.546359224692125,1322.5372429231688,25.541841409768303,6
2024-01-06,onion,region_12,23.892052321316054,46.63642416770066,1366.0638895004083,23.892052321316054,6
2024-01-06,onion,region_13,32.17514630896227,2.2609335053094703,526.366974497252,32.17514630896227,6
2024-01-06,gram,region_0,62.606003083686645,49.363806465747224,650.4168911035282,62.606003083686645,6
2024-01-06,gram,region_1,57.173538175490165,29.706535767606756,880.8908566310215,57.173538175490165,6
2024-01-06,gram,region_2,57.97195068015974,20.74097511688326,773.4070719307063,57.97195068015974,6
2024-01-06,gram,region_3,56.82397645877332,2.8187748325463557,1364.7223762550532,56.82397645877332,6
2024-01-06,gram,region_4,55.740144262449846,38.44937075902553,1444.7657298824279,55.740144262449846,6
2024-01-06,gram,region_5,59.51235612998138,42.482369533870575,747.3481017431976,59.51235612998138,6
2024-01-06,gram,region_6,55.750030511601565,47.70255136293612,1106.1746344508801,55.750030511601565,6
2024-01-06,gram,region_7,55.45936159616113,11.432140275173136,1171.7006844058567,55.45936159616113,6
2024-01-06,gram,region_8,52.38881663553818,5.677879609981451,1171.5731955927995,52.38881663553818,6
2024-01-06,gram,region_9,58.525547911852655,26.015385045189664,1272.3183917356394,58.525547911852655,6
2024-01-06,gram,region_10,59.46468858186128,27.595341938724278,1060.9379715353862,59.46468858186128,6
2024-01-06,gram,region_11,58.84027361287844,43.832680132917254,903.4828662123971,58.84027361287844,6
2024-01-06,gram,region_12,60.51714748634815,35.20398840496118,712.9641615089107,60.51714748634815,6
2024-01-06,gram,region_13,61.53648545016656,6.818573779338488,514.5446656678819,61.53648545016656,6
2024-01-07,onion,region_0,29.61216492532339,19.612202254986617,937.474922023729,29.61216492532339,7
2024-01-07,onion,region_1,25.70372087726517,45.20793472468742,848.2554670233003,25.70372087726517,7
2024-01-07,onion,region_2,29.58771800784939,19.827139116063506,1122.0867002278735,29.58771800784939,7
2024-01-07,onion,region_3,26.258576163411732,43.11818543733726,1449.520623657642,26.258576163411732,7
2024-01-07,onion,region_4,21.542992084451488,22.956787811913067,1480.032575285477,21.542992084451488,7
2024-01-07,onion,region_5,28.178772234744923,24.63090469964348,828.7516102875081,28.178772234744923,7
2024-01-07,onion,region_6,25.638401158702237,3.7931664054331957,628.8797219106492,25.638401158702237,7
2024-01-07,onion,region_7,29.602026676486567,6.402291947888622,651.9026935122944,29.602026676486567,7
2024-01-07,onion,region_8,28.16164073556577,9.094004219957242,845.6672833238632,28.16164073556577,7
2024-01-07,onion,region_9,26.694483699789487,44.839420495300594,973.9616402628724,26.694483699789487,7
2024-01-07,onion,region_10,27.007007822011722,9.614450940433539,540.8686162664789,27.007007822011722,7
2024-01-07,onion,region_11,28.739559442549837,8.446753153608228,778.5903390319586,28.739559442549837,7
2024-01-07,onion,region_12,27.182504719858514,10.316685920289625,864.2698610480754,27.182504719858514,7
2024-01-07,onion,region_13,24.43816483814509,25.170863542742843,1190.3948286293653,24.43816483814509,7
2024-01-07,gram,region_0,54.882213990616236,43.67893120533886,1420.8724005318131,54.882213990616236,7
2024-01-07,gram,region_1,57.89834692936311,3.0538979927431873,776.8776481472037,57.89834692936311,7
2024-01-07,gram,region_2,59.34496978078777,9.226050967818866,709.3493233367103,59.34496978078777,7
2024-01-07,gram,region_3,58.720661200111486,18.5236051395691,984.5229851910213,58.720661200111486,7
2024-01-07,gram,region_4,53.090680424260505,23.126735806657393,1247.4709381337566,53.090680424260505,7
2024-01-07,gram,region_5,60.26535226938897,1.834160144529895,752.4369443440207,60.26535226938897,7
2024-01-07,gram,region_6,58.47382055406764,25.583872105783307,1032.1134852653156,58.47382055406764,7
2024-01-07,gram,region_7,57.35544895231277,5.358600566988803,947.4123668234547,57.35544895231277,7
2024-01-07,gram,region_8,54.27587507032872,13.462161547469048,877.2841631046226,54.27587507032872,7
2024-01-07,gram,region_9,57.5487898872564,1.0035598888863184,822.0791655831783,57.5487898872564,7
2024-01-07,gram,region_10,53.25570360635712,5.988106590962561,1390.527280739895,53.25570360635712,7
2024-01-07,gram,region_11,54.62745397992741,29.679622677702433,1179.1023191444897,54.62745397992741,7
2024-01-07,gram,region_12,56.217903177486114,4.346014404371185,1037.1065418185476,56.217903177486114,7
2024-01-07,gram,region_13,59.40187415090413,29.342055901043956,1245.43947418433,59.40187415090413,7
2024-01-08,onion,region_0,25.692323694983372,14.188795289936223,863.0822963986351,27.502254301124143,8
2024-01-08,onion,region_1,27.25301194494988,32.295862066580064,1070.778304668912,27.005678958641056,8
2024-01-08,onion,region_2,25.565813059123716,5.089123631020187,652.859139184332,26.032471167502667,8
2024-01-08,onion,region_3,29.810213649177285,12.297886419225406,660.6813732595557,30.226414068473836,8
2024-01-08,onion,region_4,23.637606737759672,8.66867976473774,1396.765424626425,24.882121625171074,8
2024-01-08,onion,region_5,24.722833598075848,4.011687283082111,1024.5113895702548,26.364390900032912,8
2024-01-08,onion,region_6,27.70452063288375,5.601945108402617,897.8555990457417,24.545023725759087,8
2024-01-08,onion,region_7,26.8684519559529,48.473521663768445,1365.5071258939802,25.514923380326415,8
2024-01-08,onion,region_8,24.803247928848993,8.544379369503291,1168.643219924431,29.055974329489313,8
2024-01-08,onion,region_9,29.923195680533475,46.46879945637929,1056.76289301393,25.488878700448574,8
2024-01-08,onion,region_10,26.52249074908213,38.47464665959684,687.0437485575234,25.980676279303122,8
2024-01-08,onion,region_11,28.641524003821043,16.183961820212183,925.4364386164168,24.91795709852739,8
2024-01-08,onion,region_12,22.85169469500617,5.741841236960177,1110.6200424416324,27.496160970099197,8
2024-01-08,onion,region_13,26.784342890442993,14.431527662012789,1081.2382214226122,25.672949682346864,8
2024-01-08,gram,region_0,59.812984021104846,26.629471627579292,551.823536822427,58.39038366458324,8
2024-01-08,gram,region_1,56.62019263239766,16.830213909696027,634.4146769389743,56.50128669239831,8
2024-01-08,gram,region_2,58.11446136535129,12.732032738188192,1181.5027222239291,55.00316672023537,8
2024-01-08,gram,region_3,56.64137992877134,38.011392994484325,1095.6387406078443,54.22130100319614,8
2024-01-08,gram,region_4,50.15402366599643,17.443413327149766,1429.5291442478258,53.57224342654478,8
2024-01-08,gram,region_5,54.53041117632845,41.530970389386454,1465.0269106665125,57.839002516296496,8
2024-01-08,gram,region_6,61.054765279099556,46.91702284105189,681.2330661656601,61.29208521459466,8
2024-01-08,gram,region_7,54.125454769667655,3.3248133683388748,1241.1206492900592,59.85151282352578,8
2024-01-08,gram,region_8,57.58144622671853,6.988618831314475,1295.2673118598902,58.844113735066976,8
2024-01-08,gram,region_9,59.06741799352591,10.081366002387227,663.6559428657044,58.774763009958484,8
2024-01-08,gram,region_10,58.70935793378414,33.25986103481001,1023.0654247691193,59.15414243697781,8
2024-01-08,gram,region_11,54.541892265735335,17.941524206175124,1377.2005408131083,57.117375297430776,8
2024-01-08,gram,region_12,60.48833068976154,21.95674542851092,876.9444294249076,57.85336474063962,8
2024-01-08,gram,region_13,57.706447068442856,23.13398928348032,801.3778741641421,59.91733367615252,8
2024-01-09,onion,region_0,25.162583836516113,11.610634757340865,1399.5745732745686,26.261346749571103,9
2024-01-09,onion,region_1,30.637926579056458,19.19456106866057,1043.5528611139885,28.268656454366578,9
2024-01-09,onion,region_2,25.10740180656348,5.844902035418204,1439.8321236134752,30.98710007029558,9
2024-01-09,onion,region_3,30.47956065380986,31.385402653570893,834.9056146570861,26.725947875694562,9
2024-01-09,onion,region_4,28.60295745157131,31.003637796425675,1033.4610919763215,30.75135024944921,9
2024-01-09,onion,region_5,26.504257780345945,44.69462915254788,1288.5972112245308,28.03640462219352,9
2024-01-09,onion,region_6,25.0258577942351,12.424456990723288,1243.946292572677,24.874408891696323,9
2024-01-09,onion,region_7,24.57778213019609,1.676621736788969,1069.8896848713166,24.930275821556435,9
2024-01-09,onion,region_8,26.7499657065653,17.104087435795375,1321.2573046720129,27.787431485030673,9
2024-01-09,onion,region_9,25.754730300932138,5.531586847760361,1346.4522917345182,25.98662941079323,9
2024-01-09,onion,region_10,29.746989613761084,39.86476828897768,649.9174273487738,25.303526452777966,9
2024-01-09,onion,region_11,24.04742642119447,11.462569761632075,1222.2525683930662,24.702481422199966,9
2024-01-09,onion,region_12,29.8035489412839,34.697422223355,1042.7244433475962,24.534340184800378,9
2024-01-09,onion,region_13,30.6553816040005,12.589952945347637,845.6959935039195,26.801704084134457,9
2024-01-09,gram,region_0,51.904245519885514,23.100290182206635,1447.2833396118153,55.374467565505455,9
2024-01-09,gram,region_1,59.487406177327394,7.66757015580401,1086.2298320167972,59.70116057861368,9
2024-01-09,gram,region_2,59.61924808070781,0.9055091910420254,1372.1239089441515,57.0828738621792,9
2024-01-09,gram,region_3,58.80616035885626,46.60591412418062,1065.1331835892088,57.10601086043124,9
2024-01-09,gram,region_4,61.01050804132843,35.36193171566993,652.5390429142614,55.06714225101783,9
2024-01-09,gram,region_5,57.89800192370383,28.81441800834066,1106.715046382856,62.09448497827749,9
2024-01-09,gram,region_6,59.93753643231027,46.718350738450745,1425.5685129067763,59.654490606369166,9
2024-01-09,gram,region_7,58.581565053087,22.541968570206606,613.2380458407553,56.98501857775358,9
2024-01-09,gram,region_8,58.637713101231874,29.563771787246463,899.0027038701303,55.51327630252872,9
2024-01-09,gram,region_9,59.692389132410284,2.7380819411015667,835.1972416459009,60.445621228609696,9
2024-01-09,gram,region_10,53.76309038140348,26.869780146896144,1419.8556164127604,54.20274681034648,9
2024-01-09,gram,region_11,54.86447383934504,17.317299718298063,846.9532018962277,54.5450269229331,9
2024-01-09,gram,region_12,56.67083328474905,11.230241146999099,952.4395161326934,58.41400097682347,9
2024-01-09,gram,region_13,61.85133887563998,7.042851018989992,676.3869865062234,56.205179754540424,9
2024-01-10,onion,region_0,24.294303413018717,45.742295053405,862.3938991166331,27.637488865287832,10
2024-01-10,onion,region_1,27.394491144876604,29.02941751390217,1132.2642879195305,26.909180313199876,10
2024-01-10,onion,region_2,23.904156971671988,4.267483403932193,1496.8742518459474,29.70156166333477,10
2024-01-10,onion,region_3,25.27844206355932,25.10975051656213,1095.3850173200437,24.62039393382763,10
2024-01-10,onion,region_4,25.275282561176063,10.495279654779289,1398.0542894407138,27.810955321357955,10
2024-01-10,onion,region_5,28.724091765481454,10.256982024100358,690.6877206636666,24.499852321132803,10
2024-01-10,onion,region_6,30.230984537397557,28.24205666313082,565.7086394283524,26.22779229371208,10
2024-01-10,onion,region_7,27.798456767544632,38.776380834750526,953.2888347480276,26.41034610930825,10
2024-01-10,onion,region_8,22.11469782067598,20.0381530437663,1059.6403313082178,28.74543814479468,10
2024-01-10,onion,region_9,30.87440510801012,7.762012296535625,681.9281304952711,27.2373664303786,10
2024-01-10,onion,region_10,25.96423605498619,32.19997716195079,908.7341710980963,26.704205576528807,10
2024-01-10,onion,region_11,26.940000968952937,1.269317783017243,656.1525973661903,25.45899936025813,10
2024-01-10,onion,region_12,30.04216739970366,1.3547996251741745,721.9721619329495,27.021871698459933,10
2024-01-10,onion,region_13,28.97426490527963,11.55373982940357,1171.8927435987284,27.79911171973476,10
2024-01-10,gram,region_0,58.604842273651286,32.63730539259374,738.1827810467265,53.45591525197966,10
2024-01-10,gram,region_1,59.2244230911717,4.972069637967258,743.1721909994541,59.41750897699281,10
2024-01-10,gram,region_2,60.72448339154696,41.51099322834958,897.1835296184548,57.10667458676596,10
2024-01-10,gram,region_3,60.74674942913437,33.40425682853231,704.984295415821,56.68117243408313,10
2024-01-10,gram,region_4,60.00409611225604,0.6500961755368018,585.5085308544681,54.76289232252198,10
2024-01-10,gram,region_5,58.98089318168276,10.394312757301366,526.5322038738198,58.589232212906566,10
2024-01-10,gram,region_6,56.45540030739538,21.0712275296249,1392.6717110769748,52.83573061605688,10
2024-01-10,gram,region_7,57.04522643490089,40.87217808692205,841.8173516978759,56.082208660396226,10
2024-01-10,gram,region_8,57.93966321290189,29.51474712574039,768.0636408228763,56.961890325481725,10
2024-01-10,gram,region_9,55.90932285775429,31.2074453924567,909.4116521912404,58.568534381695926,10
2024-01-10,gram,region_10,51.04297049009134,14.723287977095884,1448.4533069621566,56.64774524031776,10
2024-01-10,gram,region_11,63.814292784961985,38.18028970798804,640.1131757664525,57.8145430977733,10
2024-01-10,gram,region_12,57.37476632446373,44.72761134470457,1299.855255947315,56.93393153958263,10
2024-01-10,gram,region_13,62.37022242542031,21.26067522346167,522.4693083201174,60.82236552287997,10
2024-01-11,onion,region_0,30.29212775861592,31.673910991307363,757.8876854332023,27.908362822454777,11
2024-01-11,onion,region_1,22.135669314304756,6.967803703641207,1334.930236799299,26.16515892633645,11
2024-01-11,onion,region_2,28.486796546587144,8.583964292415175,772.3073265193689,29.45005432987378,11
2024-01-11,onion,region_3,25.551913167721953,0.9195338273733367,1414.298806560499,25.218140720236725,11
2024-01-11,onion,region_4,27.68820564776685,13.7027610343603,1054.1780025157934,29.162463051476436,11
2024-01-11,onion,region_5,24.90536349554603,32.57101941759321,1329.7418037072016,27.16302357674325,11
2024-01-11,onion,region_6,28.070435345413053,30.025843021682668,1165.0366745462554,26.443606244365057,11
